FundType,PooledFundId,AllocationtypeId,ChfId,ChfProjectCode,OrgId,PrjDuration,EndDate,Budget,BenM,BenW,BenB,BenG,GMId,GAMId,GlbPrjStatusId,GlobalUniqueOrgId,DisabilityMarkerId,GenderEqualityMarkerId,GBVMarkerId,GAMRefNumber,PartnerProjectRisk,PartnerRisk,DisabledM,DisabledW,DisabledB,DisabledG,AchM,AchW,AchB,AchG,BenMSplit,BenWSplit,BenBSplit,BenGSplit,BenTotSplit,AchMSplit,AchWSplit,AchBSplit,AchGSplit,AchTotSplit,DisabledAchM,DisabledAchW,DisabledAchB,DisabledAchG,GBVBudgetPlanned,GBVBudgetReached,GBVBen,GBVAch
1,19,243,15445,SSD-20/HSS10/SA1/H-N-FSL-WASH-P/INGO/15445,4006,12 Months,6/10/2021 0:00,1199999.56,8283,15266,22818,28615,,4,116,7349,,,,G855176211,Medium,Medium,150,344,492,584,4980,12212,19687,24244,1101||918|6264|,1836||1650|11780|,3112||2680|17026|,4014||3276|21325|,10063||8524|56395|,419||490|4071|,752||979|10481|,1879||2080|15728|,2454||2395|19395|,5504||5944|49675|,30,156,463,268,0,0,0,0
1,19,243,15526,SSD-20/HSS10/SA1/N/INGO/15526,3553,12 Months,6/9/2021 0:00,300000,344,5871,6384,6916,,4,113,6895,,,,G952520427,Medium,Medium,0,59,64,69,347,6322,7427,8596,144|||200|,1468|||4403|,1596|||4788|,1729|||5187|,4937|||14578|,145|||202|,1581|||4741|,1856|||5571|,2149|||6447|,5731|||16961|,0,17,31,51,0,0,0,0
1,19,243,15538,SSD-20/HSS10/SA1/H/NGO/15538,3653,12 Months,6/7/2021 0:00,384913.24,4576,12204,6407,7323,,4,113,6995,,,,G168403806,Medium,Ineligible,120,200,100,130,8560,15048,6204,5897,1373||915|2288|,3661||2441|6102|,1922||1281|3204|,2197||1465|3661|,9153||6102|15255|,2397||1883|4280|,4213||3311|7524|,1737||1365|3102|,1651||1297|2949|,9998||7856|17855|,63,102,96,21,0,0,0,0
1,19,243,15235,SSD-20/HSS10/SA1/CCCM-NFI-P/INGO/15235,3483,12 Months,6/7/2021 0:00,611754.49,10078,10931,10061,9372,,3,113,6825,,,,G964829075,Medium,Medium,450,525,300,225,12858,13489,12301,13591,6262|||3816|,7305|||3626|,5568|||4493|,4740|||4632|,23875|||16567|,9042|||3816|,9863|||3626|,7808|||4493|,8959|||4632|,35672|||16567|,315,435,80,177,0,0,0,0
1,19,243,15298,SSD-20/HSS10/SA1/P/NGO/15298,4021,12 Months,6/2/2021 0:00,400000.24,1488,1516,4310,4310,,4,113,7365,,,,G482473352,High,Ineligible,10,15,20,20,1983,2876,3676,3435,417||446|625|,424||454|638|,1207||1293|1810|,1207||1293|1810|,3255||3486|4883|,555||595|833|,805||863|1208|,1030||1103|1543|,962||1030|1443|,3352||3591|5027|,2,2,9,10,0,0,0,0
1,24,492,26157,CBPF-DRC-23-R-INGO-26157,3226,12 Months,10/31/2024 12:00:00 AM,1000000,1807,2004,3351,3505,,4,77,6621,9,25,3,H7911-4912-1441,Medium,Medium,48,52,58,58,4864,6060,0,3,0|0|1807|0|0,0|0|2004|0|0,0|0|3351|0|0,0|0|3505|0|0,0|0|10667|0|0,||4864||,||6060||,||0||,||3||,||10927||,34,39,49,55,40000,18000,1280,475
1,24,492,26145,CBPF-DRC-23-R-NGO-26145,3404,12 Months,9/17/2024 12:00:00 AM,1200000,50,699,84,517,,4,115,6785,7,5,1,H2465-3785-2754,Medium,Ineligible,1,13,2,11,54,477,66,404,22|0|12|16|0,298|0|58|343|0,45|0|15|24|0,245|0|100|172|0,610|0|185|555|0,12||3|39|,146||0|331|,3||0|63|,74||0|330|,235||3|763|,0,7,0,10,72000,46800,189,70
1,24,492,26151,CBPF-DRC-23-R-NGO-26151,3380,12 Months,9/14/2024 12:00:00 AM,500000,51,12,2476,1939,,4,77,6763,8,25,3,H4815-5973-2855,Medium,Medium,6,1,248,194,148,23,3740,3052,3|0|38|10|0,1|0|9|2|0,126|0|1855|495|0,99|0|1451|389|0,229|0|3353|896|0,36||98|14|,5||9|9|,245||2954|541|,96||2581|375|,382||5642|939|,0,0,10,18,100000,65000,716,178
1,24,518,27223,CBPF-DRC-23-R-INGO-27223,3369,6 Months,7/31/2024 12:00:00 AM,800000.02,12695,13777,15460,15460,,4,77,6753,9,6,2,H7604-4311-3841,Low,Low,1905,2066,2319,2319,0,0,0,0,8887|0|2539|1269|0,9644|0|2755|1378|0,10822|0|3092|1546|0,10822|0|3092|1546|0,40175|0|11478|5739|0,0||0|0|,0||0|0|,0||0|0|,0||0|0|,0||0|0|,638,467,1976,1422,0,0,0,0
1,24,492,26090,CBPF-DRC-23-R-NGO-26090,3336,12 Months,9/15/2024 12:00:00 AM,1199999.65,7367,8087,11269,12420,,4,77,6720,10,25,2,H1607-9430-3586,Medium,Medium,1105,1213,1690,1863,2179,2544,4323,4938,3875|0|2086|1406|0,4254|0|2290|1543|0,5927|0|3192|2150|0,6533|0|3517|2370|0,20589|0|11085|7469|0,794||493|892|,958||465|1121|,1432||1204|1687|,1645||1290|2003|,4829||3452|5703|,694,442,830,1614,0,0,0,0
1,24,530,27579,CBPF-DRC-24-R-INGO-27579,3206,8 Months,11/14/2024 12:00:00 AM,1000000,7350,8400,8750,10500,,4,77,6613,9,25,3,H0000-1111-2222,Medium,Medium,22,20,18,12,2520,3000,2880,3600,6300|0|0|1050|0,7200|0|0|1200|0,7500|0|0|1250|0,9000|0|0|1500|0,30000|0|0|5000|0,2520|||0|,3000|||0|,2880|||0|,3600|||0|,12000|||0|,8,4,4,11,150000,37500,4550,1263
1,24,518,27212,CBPF-DRC-23-R-NGO-27212,3452,6 Months,7/31/2024 12:00:00 AM,500000,2340,2431,2069,2160,,4,77,7275,8,6,2,H2429-5585-0341,High,Medium,281,291,388,400,2460,2586,2148,2310,1755|0|0|585|0,1823|0|0|608|0,1552|0|0|517|0,1620|0|0|540|0,6750|0|0|2250|0,1548|||912|,1638|||948|,1344|||804|,1470|||840|,6000|||3504|,113,247,129,363,0,0,0,0
1,24,530,27580,CBPF-DRC-24-R-INGO-27580,3201,8 Months,11/14/2024 12:00:00 AM,1000000,6720,7280,10080,10920,,4,77,6608,9,25,3,H3057-0479-6892,Medium,Medium,203,134,218,145,6179,6694,9269,10041,6720|0|0|0|0,7280|0|0|0|0,10080|0|0|0|0,10920|0|0|0|0,35000|0|0|0|0,6179||||,6694||||,9269||||,10041||||,32183||||,135,90,163,120,0,0,0,0
1,24,492,26088,CBPF-DRC-23-R-NGO-26088,3424,18 Months,4/15/2025 12:00:00 AM,2000000,3300,3600,4050,4050,,3,77,7243,8,6,2,H5111-7417-7288,Medium,Medium,496,540,607,607,3098,3307,5242,4965,1650|0|660|990|0,1800|0|720|1080|0,2025|0|810|1215|0,2025|0|810|1215|0,7500|0|3000|4500|0,1152||1419|527|,1269||1487|551|,2158||2250|834|,2051||2144|770|,6630||7300|2682|,493,450,127,369,240000,242400,1650,56
1,24,518,27332,CBPF-DRC-23-R-NGO-27332,3262,6 Months,7/31/2024 12:00:00 AM,499999.77,3120,3240,2760,2880,,4,77,6647,7,5,2,H4367-8864-3991,High,High,468,486,414,432,3120,3240,2760,2880,2059|0|749|312|0,2138|0|778|324|0,1822|0|662|276|0,1901|0|691|288|0,7920|0|2880|1200|0,2059||749|312|,2138||778|324|,1822||662|276|,1901||691|288|,7920||2880|1200|,64,151,300,199,4999,5398,240,132
1,24,518,27233,CBPF-DRC-23-R-NGO-27233,4689,6 Months,7/31/2024 12:00:00 AM,681476.22,2257,2374,3173,3356,,4,77,9411,9,25,3,H8600-2457-7151,Medium,Medium,318,336,476,503,3281,3460,2187,2232,1327|0|0|930|0,1451|0|0|923|0,1904|0|0|1269|0,2014|0|0|1342|0,6696|0|0|4464|0,2104|||1177|,2219|||1241|,1403|||784|,1432|||800|,7158|||4002|,167,110,73,194,0,0,0,0
1,24,492,26163,CBPF-DRC-23-R-INGO-26163,3178,12 Months,9/24/2024 12:00:00 AM,600000,9241,10607,13810,15426,,4,77,6591,8,6,2,H4933-8375-0424,Medium,Medium,92,106,158,154,13386,18261,10860,15171,918|0|0|8323|0,1051|0|0|9556|0,1369|0|0|12441|0,1529|0|0|13897|0,4867|0|0|44217|0,1472|||11914|,2009|||16252|,1195|||9665|,1669|||13502|,6345|||51333|,79,53,72,14,0,0,0,0
1,24,518,27330,CBPF-DRC-23-R-NGO-27330,3398,6 Months,7/31/2024 12:00:00 AM,500000,0,0,6342,6553,,4,77,6779,8,6,2,H7341-0536-7040,Medium,Medium,0,0,952,982,0,0,7610,7866,0|0|0|0|0,0|0|0|0|0,4356|0|0|1986|0,4503|0|0|2050|0,8859|0|0|4036|0,0|||0|,0|||0|,5227|||2383|,5404|||2462|,10631|||4845|,0,0,464,618,25000,5500,515,320
1,24,518,27262,CBPF-DRC-23-R-NGO-27262,3289,"8 Months, 27 Days",10/31/2024 12:00:00 AM,700000,6591,8918,10856,12407,,4,77,6674,8,5,3,H1363-0460-5792,Medium,Medium,6591,8918,10856,12407,4615,6242,7599,8685,6591|0|0|0|0,8918|0|0|0|0,10856|0|0|0|0,12407|0|0|0|0,38772|0|0|0|0,4615||||,6242||||,7599||||,8685||||,27141||||,4800,1421,2523,11034,91000,29120,3877,3298
1,24,518,27207,CBPF-DRC-23-R-INGO-27207,3327,6 Months,7/31/2024 12:00:00 AM,700000,7779,8816,16594,18667,,4,77,6712,8,6,3,H3011-2205-5719,Medium,Medium,1167,1322,2489,2800,4998,5862,7025,7455,1945|0|0|5834|0,2204|0|0|6612|0,4148|0|0|12446|0,4667|0|0|14000|0,12964|0|0|38892|0,2499|||2499|,3363|||2499|,3512|||3513|,3728|||3727|,13102|||12238|,1025,1303,1121,894,98000,52920,518,337
1,24,492,26146,CBPF-DRC-23-R-INGO-26146,4666,12 Months,8/31/2024 12:00:00 AM,1900000,7840,10640,19040,18480,,4,77,9432,9,25,3,H9425-5919-7346,Low,Low,0,0,0,0,11615,16694,20550,20720,1803|0|941|5096|0,2447|0|1277|6916|0,4379|0|2285|12376|0,4250|0|2218|12012|0,12879|0|6721|36400|0,4534||1101|5980|,6296||1615|8783|,8600||1856|10094|,8378||1914|10428|,27808||6486|35285|,0,0,0,0,0,0,0,0
1,24,492,26047,CBPF-DRC-23-R-NGO-26047,3298,12 Months,9/3/2024 0:00,800000,6345,5237,3850,2768,,4,77,6683,7,5,1,H2102-6400-8227,Medium,Medium,171,137,34,17,5638,5225,3413,3972,1207|0|100|5038|0,1116|0|100|4021|0,884|0|0|2966|0,946|0|0|1822|0,4153|0|200|13847|0,1158||79|4401|,1370||145|3710|,1122||0|2291|,937||0|3035|,4587||224|13437|,83,21,14,11,0,0,0,0
1,24,492,26134,CBPF-DRC-23-R-O-26134,3457,"8 Months, 5 Days",5/15/2024 12:00:00 AM,400000,1622,2453,2410,3715,,4,115,7281,8,5,2,H6598-3767-9714,Medium,Medium,247,367,365,551,2618,2482,2434,3852,479|0|1030|81|32,717|0|1571|112|53,704|0|1521|128|57,1101|0|2356|183|75,3001|0|6478|504|217,565||1940|81|32,727||1586|116|53,715||1530|132|57,1156||2430|191|75,3163||7486|520|217,159,7,205,302,16000,2080,1224,1156
1,24,492,26143,CBPF-DRC-23-R-INGO-26143,3401,12 Months,9/30/2024 12:00:00 AM,1550000,24277,45507,27228,31375,,4,77,6782,9,25,3,H6885-0169-5354,Low,Medium,5180,7432,5280,5086,32587,79669,14469,9329,17129|0|0|7148|0,36272|0|0|9235|0,19278|0|0|7950|0,22216|0|0|9159|0,94895|0|0|33492|0,14185|||18402|,41656|||38013|,5983|||8486|,2643|||6686|,64467|||71587|,3838,2156,4895,3481,0,0,0,0
1,24,492,26038,CBPF-DRC-23-R-NGO-26038,3408,12 Months,8/31/2024 12:00:00 AM,500000,68,17,1950,2110,,4,77,6789,7,5,2,H9356-1115-2476,Medium,Medium,7,2,195,211,72,26,2129,2110,14|0|27|27|0,3|0|7|7|0,780|0|585|585|0,844|0|633|633|0,1641|0|1252|1252|0,12||28|32|,6||12|8|,854||641|634|,844||633|633|,1716||1314|1307|,2,0,59,121,5000,3800,41,21
1,24,530,27578,CBPF-DRC-24-R-INGO-27578,3369,8 Months,11/6/2024 0:00,1500000,3200,4000,6600,6200,,4,77,6753,9,25,2,H3488-9406-3771,Low,Low,480,600,990,930,1045,1655,591,159,3200|0|0|0|0,4000|0|0|0|0,6600|0|0|0|0,6200|0|0|0|0,20000|0|0|0|0,1045||||,1655||||,591||||,159||||,3450||||,57,595,951,470,90000,36000,3800,3731
1,24,492,26147,CBPF-DRC-23-R-INGO-26147,3183,12 Months,8/27/2024 12:00:00 AM,1200000,2305,3599,4436,5802,,4,77,6595,9,25,2,H8379-1204-1407,Medium,Medium,228,325,307,426,2071,2277,3274,4031,1534|0|669|102|0,2546|0|819|234|0,2546|0|1656|234|0,3784|0|1472|546|0,10410|0|4616|1116|0,1402||669|0|,1458||819|0|,1621||1653|0|,2559||1472|0|,7040||4613|0|,27,156,165,274,168000,30240,1452,610
1,24,492,26126,CBPF-DRC-23-R-INGO-26126,3202,12 Months,9/4/2024 0:00,1200000,6120,15652,8196,23135,,4,77,6609,8,25,2,H7602-5898-9792,Medium,Medium,483,687,1160,1254,2162,3224,10056,7346,2317|0|1021|2782|0,4460|0|4282|6910|0,3095|0|1366|3735|0,9224|0|7313|6598|0,19096|0|13982|20025|0,1081||564|517|,1612||1448|164|,5028||2395|2633|,3673||3231|442|,11394||7638|3756|,37,214,456,837,204000,159120,5841,5615
1,24,492,26041,CBPF-DRC-23-R-NGO-26041,3249,12 Months,9/14/2024 12:00:00 AM,1200000,20732,26972,21764,28532,,4,77,6634,8,6,2,H4308-7058-1987,Medium,Medium,2822,4234,3058,4586,16809,22113,17688,23439,7055|0|4559|5183|3935,9551|0|5807|6743|4871,7471|0|4765|5440|4088,10175|0|6119|7133|5105,34252|0|21250|24499|17999,5715||3698|4202|3194,7740||4865|5528|3980,6014||3891|4422|3361,8438||4922|5860|4219,27907||17376|20012|14754,1128,1001,652,2837,48000,32160,4900,2225
1,24,518,27231,CBPF-DRC-23-R-NGO-27231,3380,6 Months,7/31/2024 12:00:00 AM,500000,44283,60654,97342,52878,,4,77,6763,8,6,2,H4534-2569-9623,Medium,Medium,0,0,0,0,11156,13503,9625,11206,22152|0|11262|10869|0,39584|0|2532|18538|0,16162|0|16162|65018|0,21398|0|21398|10082|0,99296|0|51354|104507|0,3795||3964|3397|,4402||4774|4327|,3374||3105|3146|,4027||3523|3656|,15598||15366|14526|,0,0,0,0,0,0,0,0
1,24,518,27206,CBPF-DRC-23-R-NGO-27206,4746,6 Months,7/31/2024 12:00:00 AM,700000,4000,13300,3000,5265,,4,77,9536,8,6,2,H5570-5669-6881,Medium,Medium,600,1995,449,790,2925,9108,2678,7263,4000|0|0|0|0,13300|0|0|0|0,3000|0|0|0|0,5265|0|0|0|0,25565|0|0|0|0,2925||||,9108||||,2678||||,7263||||,21974||||,343,523,112,313,98000,88200,3834,2228
1,24,492,26045,CBPF-DRC-23-R-INGO-26045,3199,12 Months,9/14/2024 12:00:00 AM,1200000,14534,15723,15490,17411,,4,77,6606,9,6,2,H2044-2121-0509,Medium,Medium,1370,1501,1696,1958,9181,8285,9453,8501,4019|0|2101|8414|0,4402|0|2301|9020|0,4977|0|2601|7912|0,5742|0|3002|8667|0,19140|0|10005|34013|0,1013||314|7854|,1009||277|6999|,1141||284|8028|,1204||259|7038|,4367||1134|29919|,576,588,1599,973,228000,75240,3789,412
1,24,492,26158,CBPF-DRC-23-R-NGO-26158,3285,12 Months,9/17/2024 12:00:00 AM,1000000,3350,3350,18400,18400,,4,77,6670,7,5,1,H1905-9857-3700,Medium,Medium,222,231,496,506,2098,2601,16275,16052,900|0|1200|1250|0,900|0|1200|1250|0,7200|0|6000|5200|0,7200|0|6000|5200|0,16200|0|14400|12900|0,871||497|730|,989||620|992|,7894||1493|6888|,7776||953|7323|,17530||3563|15933|,26,155,245,335,0,0,0,0
1,24,492,26138,CBPF-DRC-23-R-NGO-26138,3258,12 Months,9/20/2024 12:00:00 AM,1100000,1016,3513,436,1972,,4,77,6643,9,25,1,H4416-6717-4251,Medium,Medium,177,531,62,271,2631,3439,2977,3330,305|0|528|183|0,1054|0|1827|632|0,131|0|227|78|0,592|0|1025|355|0,2082|0|3607|1248|0,447||378|1806|,753||311|2375|,591||332|2054|,808||378|2144|,2599||1399|8379|,73,403,36,63,0,0,0,0
1,24,492,26123,CBPF-DRC-23-R-INGO-26123,3337,12 Months,8/31/2024 12:00:00 AM,1950000,20787,22517,18445,18445,,1,77,6721,8,25,2,H6421-1096-4973,Low,Low,2079,2252,1845,1845,22328,24189,5790,5888,6254|0|0|14533|0,6774|0|0|15743|0,5549|0|0|12896|0,5549|0|0|12896|0,24126|0|0|56068|0,7872|||14456|,8528|||15661|,2011|||3779|,2036|||3852|,20447|||37748|,1712,2129,272,53,0,0,0,0
1,24,492,26127,CBPF-DRC-23-R-NGO-26127,4635,12 Months,9/17/2024 12:00:00 AM,1000000,0,0,10178,10698,,4,77,9469,8,5,2,H1564-6134-7489,Low,Low,0,0,0,0,0,0,9368,9888,0|0|0|0|0,0|0|0|0|0,9368|0|0|810|0,9888|0|0|810|0,19256|0|0|1620|0,0|||0|,0|||0|,8957|||411|,9207|||681|,18164|||1092|,0,0,0,0,0,0,0,0
1,24,518,27238,CBPF-DRC-23-R-NGO-27238,4640,8 Months,9/30/2024 12:00:00 AM,500000,3224,4204,3798,2299,,4,77,9393,7,5,1,H9791-1448-4467,Medium,Medium,484,630,569,345,474,633,457,500,1612|0|0|1612|0,2196|0|0|2008|0,1500|0|0|2298|0,1400|0|0|899|0,6708|0|0|6817|0,181|||293|,315|||318|,213|||244|,219|||281|,928|||1136|,248,622,115,141,0,0,0,0
1,24,518,27214,CBPF-DRC-23-R-INGO-27214,3180,6 Months,7/31/2024 12:00:00 AM,600000,2123,2212,4655,4589,,4,77,6593,9,25,2,H7649-8492-1576,Medium,Medium,318,332,698,688,0,0,0,0,1752|0|91|280|0,1826|0|94|292|0,3839|0|209|607|0,3786|0|205|598|0,11203|0|599|1777|0,0||0|0|,0||0|0|,0||0|0|,0||0|0|,0||0|0|,252,87,241,149,0,0,0,0
1,24,518,27315,CBPF-DRC-23-R-NGO-27315,3350,6 Months,7/31/2024 12:00:00 AM,700000,23606,91074,50875,56253,,0,77,6734,8,6,2,H8909-4732-6178,Medium,Medium,28,52,37,69,842,2177,1894,2655,5223|1178|3535|8956|4714,19913|4561|13689|34622|18289,11248|2536|7620|19311|10160,12593|2804|8392|21311|11153,48977|11079|33236|84200|44316,329|0|44|468|1,725|0|80|1370|2,468|0|90|1335|1,911|0|134|1607|3,2433|0|348|4780|7,8,30,21,15,0,0,0,0
1,24,518,27271,CBPF-DRC-23-R-NGO-27271,3257,6 Months,8/9/2024 0:00,500000,7451,11820,10929,14799,,4,77,6642,7,5,3,H0000-1111-2222,Medium,Medium,1193,1848,1714,2295,3125,5359,751,869,3308|0|0|4143|0,5231|0|0|6589|0,4839|0|0|6090|0,6542|0|0|8257|0,19920|0|0|25079|0,3125|||0|,5359|||0|,751|||0|,869|||0|,10104|||0|,944,752,595,1692,90000,83700,7199,2806
1,24,492,26039,CBPF-DRC-23-R-NGO-26039,3448,10 Months,7/2/2024 0:00,300000,0,7853,299,296,,4,115,7270,8,6,2,H6747-5546-8950,Medium,Medium,0,1178,45,44,0,11407,165,264,0|0|0|0|0,785|0|1571|5497|0,30|0|60|209|0,30|0|59|207|0,845|0|1690|5913|0,0||0|0|,2466||0|8941|,50||8|107|,60||11|193|,2576||19|9241|,0,473,29,12,0,0,0,0
1,24,518,27249,CBPF-DRC-23-R-INGO-27249,3347,6 Months,7/31/2024 12:00:00 AM,700000,355,2735,434,1691,,4,77,6731,8,6,2,H3397-5411-9110,Medium,Medium,57,438,69,271,0,759,0,506,274|0|48|33|0,1906|0|498|331|0,335|0|60|39|0,1168|0|314|209|0,3683|0|920|612|0,0||0|0|,437||0|322|,0||0|0|,293||0|213|,730||0|535|,8,357,43,0,0,0,0,0
1,24,492,26035,CBPF-DRC-23-R-NGO-26035,3261,12 Months,9/14/2024 12:00:00 AM,1000000,2135,2180,3422,3147,,4,77,6646,8,5,2,H8249-1293-1173,Medium,Medium,408,409,408,408,2135,2148,3422,3174,606|0|964|565|0,1151|0|528|501|0,1805|0|1139|478|0,1441|0|1075|631|0,5003|0|3706|2175|0,411||640|1084|,415||617|1116|,651||928|1843|,631||814|1729|,2108||2999|5772|,373,262,373,116,0,0,0,0
1,24,492,26139,CBPF-DRC-23-R-INGO-26139,3192,12 Months,10/14/2024 12:00:00 AM,1500000,11400,17670,11172,16758,,4,77,6603,9,25,3,H8225-5274-9998,Medium,Medium,1377,1985,1322,2066,0,0,0,0,2700|0|6900|1800|0,4185|0|10695|2790|0,2646|0|6762|1764|0,3969|0|10143|2646|0,13500|0|34500|9000|0,0||0|0|,0||0|0|,0||0|0|,0||0|0|,0||0|0|,364,1379,404,1723,255000,58650,2280,1570
1,24,257,15883,DRC-20/HCG10/RA1/WaSH/INGO/15883,3192,"7 Months, 2 Days",2/28/2021 12:00:00 AM,700000,9736,10760,14860,15884,,4,87,6603,,,,G542202986,Medium,Medium,1460,1614,2229,2383,10370,14030,13745,15941,|||9736|,|||10760|,|||14860|,|||15884|,|||51240|,|||10370|,|||14030|,|||13745|,|||15941|,|||54086|,370,1244,226,987,42000,16380,3586,20
1,24,284,17153,DRC-20/HCG10/RA3/WaSH/NGO/17153,3249,8 Months,6/14/2021 12:00:00 AM,400000,6144,9216,6656,9984,,4,87,6634,,,,G186220225,Medium,Medium,1966,2949,2130,3195,6090,9240,6673,9997,||||6144,||||9216,||||6656,||||9984,||||32000,||||6090,||||9240,||||6673,||||9997,||||32000,604,2830,191,1670,0,0,0,0
1,24,284,17185,DRC-20/HCG10/RA3/WaSH/NGO/17185,3246,9 Months,7/14/2021 12:00:00 AM,300000,8114,8789,13954,14631,,4,114,6631,,,,G895189169,Medium,Medium,806,955,1610,1674,8105,8479,14221,14697,5653|||2461|,6693|||2096|,11289|||2665|,11861|||2770|,35496|||9992|,6134|||1971|,6620|||1859|,11014|||3207|,11547|||3150|,35315|||10187|,743,569,1512,557,36000,31680,8642,7989
1,24,291,17325,DRC-20/HCG10/RA4/WaSH/NGO/17325,3246,"7 Months, 29 Days",6/30/2021 12:00:00 AM,600000,11760,12650,16330,17260,,4,87,6631,,,,G303526078,Medium,Medium,1764,1897,2449,2589,7511,7987,14368,14649,6740||3860|1160|,6924||4445|1281|,7830||5722|2778|,8506||5973|2781|,30000||20000|8000|,4587||1155|1769|,4626||1279|2082|,7956||2681|3731|,8107||2734|3808|,25276||7849|11390|,1225,1385,1281,1353,0,0,0,0
1,24,291,17411,DRC-20/HCG10/RA4/NFI/INGO/17411,3184,"9 Months, 1 Days",8/15/2021 12:00:00 AM,700000,1045,1116,1488,1523,,3,113,6596,,,,G491614474,Medium,Medium,54,57,93,195,2196,2139,2626,2286,238||566|241|,251||605|260|,409||755|324|,422||771|330|,1320||2697|1155|,224||1611|361|,257||1533|349|,490||1734|402|,242||1695|349|,1213||6573|1461|,9,51,23,85,0,0,0,0
1,24,273,16785,DRC-20/HCG10/RA2/PROT/UN/16785,3198,6 Months,2/28/2021 12:00:00 AM,399491.09,3024,4176,336,464,,4,87,6605,,,,G337255731,Low,Medium,100,220,0,0,10129,3501,1435,2563,|||3024|,|||4176|,|||336|,|||464|,|||8000|,|||10129|,|||3501|,|||1435|,|||2563|,|||17628|,23,35,0,0,0,0,0,0
1,24,257,15886,DRC-20/HCG10/RA1/HLT-PROT/UN/15886,3198,5 Months,12/9/2020 0:00,399950.59,9513,10305,14270,15459,,3,87,6605,,,,G882625254,Low,Medium,200,350,200,250,9856,10345,7134,8365,|||9513|,|||10305|,|||14270|,|||15459|,|||49547|,|||9856|,|||10345|,|||7134|,|||8365|,|||35700|,34,108,133,85,7999,6239,2972,2619
1,24,284,17151,DRC-20/HCG10/RA3/FSEC/INGO/17151,3206,6 Months,4/30/2021 12:00:00 AM,500000.08,2310,2520,2625,3045,,4,114,6613,,,,G880548340,Low,Medium,0,0,0,0,2270,2518,3423,2765,1478|||832|,1613|||907|,1680|||945|,1949|||1096|,6720|||3780|,2181|||89|,2415|||103|,3015|||408|,2663|||102|,10274|||702|,0,0,0,0,0,0,0,0
1,24,257,15866,DRC-20/HCG10/RA1/HLT-WaSH/O/15866,3457,8 Months,4/30/2021 12:00:00 AM,400000.24,11438,30502,14098,35136,,4,87,7281,,,,G831768098,Medium,Medium,2872,5197,1641,3966,11438,30502,14098,35136,|||11438|,|||30502|,|||14098|,|||35136|,|||91174|,|||11438|,|||30502|,|||14098|,|||35136|,|||91174|,2645,249,389,1516,0,0,0,0
1,24,257,15858,DRC-20/HCG10/RA1/HLT-WaSH/NGO/15858,3261,9 Months,3/24/2021 12:00:00 AM,452400.08,12683,15666,23127,23127,,4,116,6646,,,,G233280723,Medium,Medium,323,408,309,366,7102,8973,10442,12222,4115||1186|7382|,5084||1466|9116|,7504||2163|13460|,7504||2163|13460|,24207||6978|43418|,54||0|7048|,14||0|8959|,4970||0|5472|,4944||0|7278|,9982||0|28757|,219,124,64,208,0,0,0,0
1,24,257,15880,DRC-20/HCG10/RA1/HLT-WaSH-PROT/INGO/15880,3217,"7 Months, 17 Days",1/31/2021 12:00:00 AM,700000,59230,71413,40110,48714,,4,87,7372,,,,G893098766,Medium,Medium,8942,10498,6065,7120,187650,227086,136274,167128,|||59230|,|||71413|,|||40110|,|||48714|,|||219467|,|||187650|,|||227086|,|||136274|,|||167128|,|||718138|,1261,4950,2416,2810,0,0,0,0
1,24,257,15873,DRC-20/HCG10/RA1/HLT-PROT-WaSH/INGO/15873,3431,7 Months,1/18/2021 12:00:00 AM,700000.27,780,780,5000,3000,,4,87,7253,,,,G469554409,Low,Medium,0,0,0,0,937,648,6442,3793,|||780|0,|||780|0,|||0|5000,|||0|3000,|||1560|8000,|||937|0,|||648|0,|||0|6442,|||0|3793,|||1585|10235,0,0,0,0,0,0,0,0
1,24,257,15972,DRC-20/HCG10/RA1/WaSH/UN/15972,3222,6 Months,12/14/2020 12:00:00 AM,200001.67,1770,1850,2758,2666,,4,87,6620,,,,G858235913,Low,Medium,265,277,413,400,1820,1886,2895,2799,|1345||425|,|1389||461|,|2291||467|,|2206||460|,|7231||1813|,|1354||466|,|1402||484|,|2397||498|,|2313||486|,|7466||1934|,191,275,272,58,34000,40120,633,363
1,24,273,16788,DRC-20/HCG10/RA2/WaSH/UN/16788,3186,3 Months,11/30/2020 12:00:00 AM,662990.78,2025,2835,3000,5640,,3,87,6598,,,,G404356826,Medium,Low,4,7,2,3,1961,2728,2961,4647,||||2025,||||2835,||||3000,||||5640,||||13500,||||1961,||||2728,||||2961,||||4647,||||12297,2,4,0,1,0,0,0,0
1,24,257,15884,DRC-20/HCG10/RA1/HLT-WaSH-PROT/INGO/15884,3199,6 Months 1 Days,12/1/2020 0:00,564468.66,113760,123240,188760,174240,,3,114,6606,,,,G659196431,Low,Medium,17064,18486,28314,26136,164673,212306,151327,195080,|||113760|,|||123240|,|||188760|,|||174240|,|||600000|,|||164673|,|||212306|,|||151327|,|||195080|,|||723386|,12566,15787,6868,370,0,0,0,0
1,24,257,15889,DRC-20/HCG10/RA1/PROT/INGO/15889,3181,7 Months,12/31/2020 12:00:00 AM,393197.18,1500,2497,3000,3000,,4,87,6594,,,,G305791603,Low,Ineligible,48,32,30,30,5877,2712,1504,611,|||1500|,|||2497|,|||3000|,|||3000|,|||9997|,|||5877|,|||2712|,|||1504|,|||611|,|||10704|,40,9,6,27,0,0,0,0
